Sheet,CUSTOMER_ID,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTCODE,PRODUCTLINE,MSRP,ORDERDATE,YEAR_ID,MONTH_ID,QTR_ID,STATUS_ID,STATUS,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,DEALSIZE
,33.0,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,S18_1367,,,2004-01-29,,,,1.0,Shipped,10215.0,33.0,43.13,1423.29,9.0,Small
,31.0,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,S18_1367,,,2004-03-02,,,,1.0,Shipped,10227.0,31.0,48.52,1504.12,2.0,Small
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1367,,,2004-04-29,,,,1.0,Shipped,10244.0,20.0,58.22,1164.4,6.0,Small
,49.0,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,S18_1367,,,2004-06-08,,,,1.0,Shipped,10256.0,29.0,51.75,1500.75,1.0,Small
,37.0,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,S18_1367,,,2004-08-17,,,,1.0,Shipped,10280.0,27.0,57.68,1557.36,8.0,Small
,8.0,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,S18_1367,,,2004-09-03,,,,1.0,Shipped,10289.0,24.0,56.07,1345.68,1.0,Small
,39.0,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,S18_1367,,,2004-10-11,,,,1.0,Shipped,10304.0,37.0,48.52,1795.24,12.0,Small
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_1367,,,2004-10-21,,,,1.0,Shipped,10312.0,25.0,44.21,1105.25,9.0,Small
,41.0,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,S18_1367,,,2004-11-04,,,,1.0,Shipped,10322.0,41.0,57.68,2364.88,5.0,Small
,78.0,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,S18_1367,,,2004-11-17,,,,1.0,Shipped,10332.0,27.0,89.89,2427.03,16.0,Small
,11.0,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,S18_1367,,,2004-11-29,,,,1.0,Shipped,10347.0,21.0,58.95,1237.95,7.0,Small
,3.0,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,S18_1367,,,2004-12-09,,,,1.0,Shipped,10356.0,22.0,72.41,1593.02,6.0,Small
,42.0,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,S18_1367,,,2005-01-20,,,,1.0,Shipped,10369.0,32.0,98.63,3156.16,7.0,Medium
,5.0,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,S18_1367,,,2005-02-17,,,,1.0,Shipped,10381.0,25.0,52.83,1320.75,9.0,Small
,43.0,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,S18_1367,,,2005-03-09,,,,1.0,Shipped,10391.0,42.0,100.0,4998.0,3.0,Medium
,19.0,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,S18_1367,,,2005-05-30,,,,3.0,In Process,10422.0,25.0,51.75,1293.75,1.0,Small
,78.0,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,S18_1589,,,2003-03-18,,,,1.0,Shipped,10110.0,37.0,100.0,5433.08,16.0,Medium
,47.0,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,S18_1589,,,2003-05-20,,,,1.0,Shipped,10123.0,26.0,100.0,3073.72,2.0,Medium
,2.0,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,S18_1589,,,2003-07-10,,,,1.0,Shipped,10137.0,44.0,99.55,4380.2,2.0,Medium
,43.0,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,S18_1589,,,2003-09-11,,,,1.0,Shipped,10148.0,47.0,100.0,5848.68,9.0,Medium
,79.0,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,S18_1589,,,2003-10-17,,,,1.0,Shipped,10161.0,43.0,100.0,6153.73,8.0,Medium
,14.0,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,S18_1589,,,2003-11-05,,,,1.0,Shipped,10172.0,42.0,100.0,4965.24,6.0,Medium
,8.0,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,S18_1589,,,2003-11-12,,,,1.0,Shipped,10181.0,42.0,100.0,5435.64,2.0,Medium
,41.0,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,S18_1589,,,2003-11-20,,,,1.0,Shipped,10192.0,29.0,100.0,4258.36,7.0,Medium
,75.0,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,S18_1589,,,2003-12-02,,,,1.0,Shipped,10204.0,40.0,100.0,4032.0,13.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1589,,,2004-01-16,,,,1.0,Shipped,10212.0,38.0,100.0,4492.36,6.0,Medium
,56.0,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,S18_1589,,,2004-02-26,,,,1.0,Shipped,10226.0,38.0,100.0,4161.38,4.0,Medium
,84.0,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,S18_1589,,,2004-04-13,,,,1.0,Shipped,10241.0,21.0,100.0,2508.66,11.0,Small
,23.0,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,S18_1589,,,2004-06-01,,,,4.0,Cancelled,10253.0,24.0,100.0,3374.88,1.0,Medium
,71.0,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,S18_1589,,,2004-07-06,,,,1.0,Shipped,10266.0,36.0,100.0,5196.6,2.0,Medium
,85.0,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,S18_1589,,,2004-08-06,,,,1.0,Shipped,10278.0,23.0,100.0,2604.52,2.0,Small
,66.0,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,S18_1589,,,2004-09-01,,,,1.0,Shipped,10288.0,20.0,100.0,2936.8,14.0,Small
,86.0,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,S18_1589,,,2003-10-05,,,,1.0,Shipped,10301.0,32.0,100.0,3424.64,4.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1589,,,2004-10-16,,,,1.0,Shipped,10311.0,29.0,100.0,2923.2,9.0,Small
,22.0,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,S18_1589,,,2004-11-04,,,,1.0,Shipped,10321.0,44.0,100.0,4489.76,6.0,Medium
,46.0,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,S18_1589,,,2004-11-17,,,,1.0,Shipped,10331.0,44.0,100.0,4849.24,14.0,Medium
,2.0,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,S18_1589,,,2004-11-24,,,,1.0,Shipped,10343.0,36.0,100.0,5848.92,4.0,Medium
,4.0,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,S18_1589,,,2005-01-12,,,,6.0,Resolved,10367.0,49.0,56.3,2758.7,1.0,Small
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1589,,,2005-02-10,,,,1.0,Shipped,10378.0,34.0,42.64,1449.76,5.0,Small
,62.0,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,S18_1589,,,2005-04-22,,,,5.0,On Hold,10407.0,59.0,100.0,7048.14,11.0,Large
,20.0,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,S18_1589,,,2005-05-17,,,,1.0,Shipped,10419.0,37.0,100.0,5202.94,1.0,Medium
,87.0,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,S18_1662,,,2003-02-17,,,,1.0,Shipped,10106.0,36.0,100.0,5279.4,12.0,Medium
,20.0,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,S18_1662,,,2003-04-28,,,,1.0,Shipped,10119.0,43.0,100.0,6916.12,3.0,Medium
,89.0,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,S18_1662,,,2003-06-16,,,,1.0,Shipped,10131.0,21.0,100.0,2781.66,4.0,Small
,51.0,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,S18_1662,,,2003-08-10,,,,1.0,Shipped,10143.0,32.0,100.0,5248.0,7.0,Medium
,17.0,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,S18_1662,,,2003-10-06,,,,1.0,Shipped,10155.0,38.0,100.0,6531.44,5.0,Medium
,38.0,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,S18_1662,,,2003-10-23,,,,4.0,Cancelled,10167.0,43.0,100.0,5763.72,1.0,Medium
,52.0,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,S18_1662,,,2003-11-08,,,,1.0,Shipped,10178.0,42.0,100.0,6490.68,4.0,Medium
,53.0,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,S18_1662,,,2003-11-14,,,,1.0,Shipped,10186.0,32.0,100.0,6004.8,1.0,Medium
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_1662,,,2003-11-27,,,,1.0,Shipped,10198.0,42.0,100.0,7483.98,4.0,Large
,45.0,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,S18_1662,,,2004-01-12,,,,1.0,Shipped,10210.0,31.0,100.0,5719.5,17.0,Medium
,56.0,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,S18_1662,,,2004-02-19,,,,1.0,Shipped,10222.0,49.0,100.0,6954.08,4.0,Medium
,62.0,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,S18_1662,,,2004-05-11,,,,1.0,Shipped,10250.0,45.0,100.0,8160.3,14.0,Large
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1662,,,2004-06-24,,,,4.0,Cancelled,10262.0,49.0,100.0,6567.96,9.0,Medium
,42.0,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,S18_1662,,,2004-07-21,,,,1.0,Shipped,10274.0,41.0,100.0,6724.0,1.0,Medium
,86.0,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,S18_1662,,,2004-08-21,,,,1.0,Shipped,10284.0,45.0,100.0,5747.85,11.0,Medium
,90.0,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,S18_1662,,,2004-09-15,,,,1.0,Shipped,10296.0,36.0,100.0,5676.84,7.0,Medium
,30.0,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,S18_1662,,,2004-10-14,,,,1.0,Shipped,10307.0,39.0,100.0,7379.97,1.0,Large
,60.0,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,S18_1662,,,2004-11-01,,,,1.0,Shipped,10316.0,27.0,100.0,3704.13,9.0,Medium
,49.0,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,S18_1662,,,2004-11-10,,,,6.0,Resolved,10327.0,25.0,100.0,2804.75,6.0,Small
,91.0,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,S18_1662,,,2004-11-22,,,,1.0,Shipped,10338.0,41.0,100.0,5624.79,1.0,Medium
,50.0,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,S18_1662,,,2004-12-03,,,,1.0,Shipped,10351.0,39.0,99.52,3881.28,1.0,Medium
,61.0,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,S18_1662,,,2005-01-31,,,,1.0,Shipped,10373.0,28.0,57.55,1611.4,4.0,Small
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1662,,,2005-03-01,,,,6.0,Resolved,10386.0,25.0,54.57,1364.25,7.0,Small
,2.0,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,S18_1662,,,2005-03-30,,,,1.0,Shipped,10398.0,33.0,100.0,4215.09,11.0,Medium
,62.0,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,S18_1662,,,2005-04-01,,,,1.0,Shipped,10400.0,34.0,100.0,6433.82,1.0,Medium
,71.0,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,S18_1662,,,2005-05-10,,,,1.0,Shipped,10416.0,24.0,100.0,4352.16,14.0,Medium
,41.0,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,S18_1749,,,2003-01-06,,,,1.0,Shipped,10100.0,30.0,100.0,5151.0,3.0,Medium
,78.0,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,S18_1749,,,2003-03-18,,,,1.0,Shipped,10110.0,42.0,100.0,6069.0,7.0,Medium
,85.0,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,S18_1749,,,2003-05-21,,,,1.0,Shipped,10124.0,21.0,100.0,2856.0,6.0,Small
,83.0,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,S18_1749,,,2003-09-12,,,,1.0,Shipped,10149.0,34.0,100.0,5375.4,11.0,Medium
,5.0,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,S18_1749,,,2003-10-18,,,,1.0,Shipped,10162.0,29.0,100.0,5176.5,9.0,Medium
,87.0,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,S18_1749,,,2003-11-05,,,,1.0,Shipped,10173.0,24.0,100.0,3508.8,13.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_1749,,,2003-11-12,,,,1.0,Shipped,10182.0,44.0,100.0,7554.8,10.0,Large
,88.0,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,S18_1749,,,2003-11-21,,,,1.0,Shipped,10193.0,21.0,100.0,3141.6,14.0,Medium
,75.0,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,S18_1749,,,2003-12-02,,,,1.0,Shipped,10204.0,33.0,100.0,5890.5,4.0,Medium
,26.0,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,S18_1749,,,2004-01-26,,,,1.0,Shipped,10214.0,30.0,100.0,5967.0,7.0,Medium
,31.0,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,S18_1749,,,2004-03-02,,,,1.0,Shipped,10227.0,26.0,100.0,3712.8,10.0,Medium
,84.0,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,S18_1749,,,2004-04-13,,,,1.0,Shipped,10241.0,41.0,100.0,7597.3,2.0,Large
,37.0,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,S18_1749,,,2004-08-17,,,,1.0,Shipped,10280.0,26.0,100.0,3668.6,16.0,Medium
,66.0,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,S18_1749,,,2004-09-01,,,,1.0,Shipped,10288.0,32.0,100.0,5875.2,5.0,Medium
,23.0,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,S18_1749,,,2003-10-06,,,,1.0,Shipped,10302.0,43.0,100.0,7310.0,1.0,Large
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_1749,,,2004-10-21,,,,1.0,Shipped,10312.0,48.0,100.0,8078.4,17.0,Large
,46.0,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,S18_1749,,,2004-11-17,,,,1.0,Shipped,10331.0,44.0,74.04,3257.76,7.0,Medium
,68.0,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,S18_1749,,,2004-11-25,,,,1.0,Shipped,10344.0,45.0,100.0,7650.0,1.0,Large
,4.0,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,S18_1749,,,2005-01-12,,,,6.0,Resolved,10367.0,37.0,100.0,4703.81,3.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1749,,,2005-02-10,,,,1.0,Shipped,10379.0,39.0,100.0,5399.55,2.0,Medium
,62.0,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,S18_1749,,,2005-04-22,,,,5.0,On Hold,10407.0,76.0,100.0,14082.8,2.0,Large
,21.0,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,S18_1749,,,2005-05-29,,,,3.0,In Process,10420.0,37.0,100.0,5283.6,5.0,Medium
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_1889,,,2003-03-03,,,,1.0,Shipped,10108.0,38.0,82.39,3130.82,2.0,Medium
,68.0,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,S18_1889,,,2003-05-08,,,,1.0,Shipped,10122.0,43.0,72.38,3112.34,6.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_1889,,,2003-07-02,,,,1.0,Shipped,10135.0,48.0,79.31,3806.88,3.0,Medium
,42.0,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,S18_1889,,,2003-09-05,,,,1.0,Shipped,10147.0,26.0,82.39,2142.14,3.0,Small
,55.0,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,S18_1889,,,2003-10-11,,,,1.0,Shipped,10160.0,38.0,88.55,3364.9,4.0,Medium
,64.0,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,S18_1889,,,2003-11-04,,,,1.0,Shipped,10170.0,20.0,63.14,1262.8,2.0,Small
,8.0,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,S18_1889,,,2003-11-12,,,,1.0,Shipped,10181.0,22.0,73.92,1626.24,10.0,Small
,41.0,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,S18_1889,,,2003-11-20,,,,1.0,Shipped,10192.0,45.0,90.86,4088.7,15.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1889,,,2003-12-02,,,,1.0,Shipped,10203.0,45.0,85.47,3846.15,4.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_1889,,,2004-01-16,,,,1.0,Shipped,10212.0,20.0,66.99,1339.8,14.0,Small
,70.0,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,S18_1889,,,2004-02-22,,,,1.0,Shipped,10225.0,47.0,64.68,3039.96,5.0,Medium
,61.0,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,S18_1889,,,2004-04-12,,,,1.0,Shipped,10239.0,46.0,73.92,3400.32,4.0,Medium
,23.0,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,S18_1889,,,2004-06-01,,,,4.0,Cancelled,10253.0,23.0,83.93,1930.39,9.0,Small
,71.0,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,S18_1889,,,2004-07-06,,,,1.0,Shipped,10266.0,33.0,74.69,2464.77,10.0,Small
,85.0,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,S18_1889,,,2004-08-06,,,,1.0,Shipped,10278.0,29.0,90.86,2634.94,10.0,Small
,70.0,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,S18_1889,,,2004-08-30,,,,1.0,Shipped,10287.0,44.0,82.39,3625.16,8.0,Medium
,73.0,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,S18_1889,,,2003-10-04,,,,1.0,Shipped,10300.0,41.0,92.4,3788.4,1.0,Medium
,69.0,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,S18_1889,,,2004-10-16,,,,1.0,Shipped,10310.0,20.0,91.63,1832.6,6.0,Small
,22.0,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,S18_1889,,,2004-11-04,,,,1.0,Shipped,10321.0,37.0,78.54,2905.98,14.0,Small
,1.0,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,S18_1889,,,2004-11-15,,,,1.0,Shipped,10329.0,29.0,100.0,2954.81,9.0,Small
,11.0,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,S18_1889,,,2004-11-24,,,,1.0,Shipped,10342.0,55.0,65.45,3599.75,1.0,Medium
,74.0,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,S18_1889,,,2005-01-06,,,,1.0,Shipped,10363.0,22.0,100.0,3686.54,7.0,Medium
,17.0,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,S18_1889,,,2005-02-09,,,,1.0,Shipped,10377.0,31.0,67.76,2100.56,4.0,Small
,38.0,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,S18_1889,,,2005-03-03,,,,1.0,Shipped,10389.0,49.0,79.22,3881.78,3.0,Medium
,84.0,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,S18_1889,,,2005-04-14,,,,1.0,Shipped,10405.0,61.0,73.92,4509.12,4.0,Medium
,20.0,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,S18_1889,,,2005-05-17,,,,1.0,Shipped,10419.0,39.0,83.93,3273.27,9.0,Medium
,46.0,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,S18_1984,,,2003-03-10,,,,1.0,Shipped,10109.0,38.0,100.0,4432.7,3.0,Medium
